age,job,marital,education,default,balance,housing,day,month,duration,loan
47,blue-collar,married,secondary,no,802,yes,12,may,289,yes
37,admin.,single,primary,no,912,yes,12,may,637,no
31,admin.,single,tertiary,no,355,yes,12,may,609,no
46,technician,married,secondary,no,3,yes,12,may,614,yes
36,services,single,secondary,no,0,yes,12,may,398,no
40,services,married,secondary,no,1836,yes,12,may,750,no
39,management,married,tertiary,no,1425,yes,12,may,775,no
45,self-employed,divorced,tertiary,no,963,yes,12,may,528,no
59,admin.,married,secondary,no,145,yes,12,may,556,no
34,blue-collar,married,secondary,no,634,no,12,may,737,yes
40,blue-collar,married,unknown,no,87,yes,13,may,477,no
50,blue-collar,married,primary,no,-522,yes,13,may,863,no
36,blue-collar,married,primary,no,319,yes,13,may,774,no
35,admin.,single,secondary,no,0,yes,13,may,1073,no
36,blue-collar,single,secondary,no,478,yes,13,may,610,no
35,blue-collar,single,primary,no,-276,yes,13,may,850,no
47,blue-collar,married,primary,no,4227,yes,13,may,659,no
47,housemaid,single,primary,no,2785,yes,13,may,570,no
38,blue-collar,married,primary,no,1401,no,13,may,516,no
33,management,single,tertiary,no,0,yes,13,may,585,no
38,blue-collar,married,primary,no,1852,yes,13,may,606,no
39,blue-collar,married,secondary,no,462,yes,13,may,590,no
43,housemaid,single,primary,no,800,yes,13,may,902,no
33,technician,married,secondary,no,221,yes,13,may,669,no
34,blue-collar,married,secondary,no,1089,yes,13,may,394,no
28,admin.,divorced,secondary,no,451,yes,13,may,302,no
34,blue-collar,married,secondary,no,496,yes,13,may,333,no
42,blue-collar,single,secondary,no,1080,yes,13,may,951,yes
33,management,married,tertiary,no,1064,yes,13,may,562,no
39,management,married,tertiary,no,297,yes,13,may,734,no
32,management,single,tertiary,no,3,yes,13,may,568,no
34,management,single,tertiary,no,76,yes,13,may,747,no
32,blue-collar,single,primary,no,398,yes,13,may,716,no
48,admin.,divorced,secondary,no,83,yes,13,may,1101,no
31,admin.,married,secondary,no,879,yes,13,may,394,no
33,services,married,secondary,no,210,yes,13,may,1207,no
48,services,divorced,secondary,no,-276,yes,13,may,674,yes
33,blue-collar,single,primary,no,863,yes,13,may,622,no
30,student,single,tertiary,no,228,yes,13,may,314,no
35,management,single,tertiary,no,1396,yes,13,may,809,no
51,blue-collar,divorced,primary,no,-19,yes,13,may,829,no
38,services,single,secondary,no,2253,yes,13,may,937,no
39,blue-collar,single,primary,no,0,yes,13,may,1975,yes
27,blue-collar,single,primary,no,265,yes,13,may,1119,no
50,technician,divorced,secondary,no,-54,yes,13,may,698,yes
34,management,single,tertiary,no,3821,yes,13,may,649,no
38,blue-collar,divorced,primary,no,0,yes,13,may,531,no
29,services,divorced,secondary,no,-7,yes,13,may,1279,no
40,blue-collar,married,primary,no,830,yes,13,may,873,no
32,technician,single,tertiary,no,0,yes,13,may,440,yes
38,blue-collar,married,primary,no,4406,yes,13,may,689,no
36,admin.,divorced,secondary,no,437,yes,14,may,722,no
28,blue-collar,single,primary,no,54,yes,14,may,533,no
49,blue-collar,married,secondary,no,-454,yes,14,may,558,no
26,blue-collar,single,secondary,no,1006,yes,14,may,667,no
44,admin.,divorced,secondary,no,2999,yes,14,may,717,no
49,management,married,tertiary,no,85,yes,14,may,590,no
31,self-employed,single,tertiary,no,17924,yes,14,may,745,no
55,blue-collar,divorced,primary,no,8180,no,14,may,854,no
32,management,married,tertiary,no,2431,yes,14,may,646,no
35,services,married,secondary,no,341,yes,14,may,345,no
35,blue-collar,single,secondary,no,4963,yes,14,may,456,no
31,admin.,married,secondary,no,8781,yes,14,may,680,no
28,admin.,divorced,secondary,no,-504,yes,14,may,578,yes
39,management,married,tertiary,no,1738,yes,14,may,633,no
48,blue-collar,married,primary,no,214,yes,14,may,307,yes
32,admin.,married,secondary,no,684,yes,14,may,607,no
41,blue-collar,married,secondary,no,580,yes,14,may,874,no
34,management,married,tertiary,no,273,yes,14,may,492,no
32,blue-collar,single,secondary,no,811,yes,14,may,563,no
34,admin.,married,primary,no,0,yes,14,may,1020,yes
36,self-employed,divorced,tertiary,no,1354,yes,14,may,1723,no
29,admin.,divorced,secondary,no,-254,yes,14,may,406,no
54,management,divorced,tertiary,no,-449,yes,14,may,691,no
29,blue-collar,married,secondary,no,7863,yes,14,may,1129,no
35,blue-collar,divorced,secondary,no,336,yes,14,may,191,no
36,blue-collar,married,secondary,no,1049,yes,14,may,224,no
37,services,married,secondary,no,6089,yes,14,may,616,no
37,management,divorced,tertiary,no,-42,yes,14,may,668,no
31,blue-collar,single,secondary,no,953,yes,14,may,479,no
33,admin.,single,secondary,no,315,yes,14,may,888,yes
59,retired,divorced,secondary,no,5845,no,14,may,1060,no
30,blue-collar,married,secondary,no,378,yes,14,may,566,no
53,services,divorced,secondary,no,765,yes,14,may,959,no
26,blue-collar,married,secondary,no,5795,yes,14,may,1094,no
30,admin.,single,secondary,no,315,yes,14,may,884,no
35,management,single,tertiary,no,916,yes,14,may,460,no
34,admin.,married,secondary,no,124,yes,14,may,604,no
33,services,married,secondary,no,207,yes,14,may,629,no
59,retired,married,tertiary,no,422,yes,14,may,647,no
36,technician,single,secondary,no,125,yes,15,may,676,no
34,services,single,secondary,no,2,yes,15,may,153,no
39,services,single,secondary,no,7066,yes,15,may,667,no
42,services,married,secondary,no,146,yes,15,may,670,yes
60,retired,divorced,secondary,no,496,yes,15,may,655,no
56,services,single,secondary,no,-40,yes,15,may,311,no
30,services,single,secondary,no,140,yes,15,may,760,no
26,services,married,secondary,no,77,yes,15,may,619,no
35,blue-collar,married,primary,no,22,yes,15,may,1190,no
22,blue-collar,single,secondary,no,-51,yes,15,may,859,no
26,blue-collar,single,secondary,no,26,yes,15,may,899,yes
28,admin.,single,secondary,no,154,yes,15,may,536,no
35,admin.,divorced,secondary,no,534,no,15,may,669,no
35,housemaid,married,tertiary,no,1265,yes,15,may,326,no
55,technician,married,tertiary,no,-466,yes,15,may,901,no
32,services,married,secondary,no,38,yes,15,may,744,no
28,management,single,secondary,no,703,yes,15,may,485,no
31,admin.,married,secondary,no,685,yes,15,may,552,no
23,blue-collar,single,secondary,no,780,yes,15,may,416,no
26,technician,single,tertiary,no,-67,yes,15,may,637,no
46,blue-collar,married,primary,no,1085,yes,15,may,523,yes
34,blue-collar,married,secondary,no,29,yes,15,may,285,no
60,management,single,tertiary,no,560,no,15,may,730,no
28,student,single,tertiary,no,22,yes,15,may,536,no
29,services,married,secondary,no,6567,yes,15,may,792,no
39,entrepreneur,married,secondary,no,2139,yes,15,may,576,no
54,unemployed,married,secondary,no,582,yes,15,may,693,no
34,technician,single,secondary,no,194,yes,15,may,1015,yes
27,services,single,secondary,no,353,yes,15,may,663,no
28,services,single,secondary,no,341,yes,15,may,437,no
39,entrepreneur,married,tertiary,yes,-172,yes,15,may,562,no
60,retired,divorced,secondary,no,-639,yes,15,may,585,no
26,student,single,secondary,no,864,yes,15,may,659,no
32,management,married,secondary,no,134,yes,15,may,532,yes
40,admin.,single,secondary,no,50,no,15,may,837,no
25,admin.,single,secondary,no,507,yes,15,may,832,no
48,blue-collar,married,secondary,no,480,yes,15,may,830,no
37,entrepreneur,single,secondary,no,-22,yes,15,may,317,no
39,admin.,divorced,secondary,no,878,yes,15,may,611,no
40,admin.,married,secondary,no,2574,yes,15,may,432,no
31,management,single,tertiary,no,2734,yes,15,may,858,no
42,admin.,divorced,secondary,no,241,yes,15,may,1012,no
51,blue-collar,married,primary,no,129,yes,15,may,611,no
28,management,single,tertiary,no,41,yes,15,may,885,no
32,management,married,tertiary,no,3387,yes,15,may,1111,no
36,admin.,single,secondary,no,148,yes,15,may,1357,no
36,blue-collar,married,secondary,no,249,yes,15,may,709,no
38,self-employed,single,tertiary,no,5774,yes,15,may,406,no
36,services,single,secondary,no,0,yes,15,may,1002,no
40,blue-collar,married,primary,no,1841,yes,15,may,880,no
37,blue-collar,married,primary,no,2120,yes,15,may,655,no
51,management,single,tertiary,no,297,yes,15,may,415,no
34,services,divorced,secondary,no,89,yes,15,may,1871,no
56,blue-collar,married,primary,no,827,yes,15,may,462,no
35,blue-collar,married,secondary,no,205,yes,15,may,1313,yes
34,technician,married,tertiary,no,3743,yes,18,may,722,no
39,services,married,secondary,no,117,yes,18,may,1032,no
29,blue-collar,married,secondary,no,-493,yes,18,may,536,no
33,management,single,tertiary,no,62,yes,18,may,473,no
40,admin.,single,secondary,no,2040,yes,18,may,906,no
22,services,single,secondary,no,344,yes,18,may,347,no
32,technician,single,secondary,no,230,yes,18,may,442,no
33,admin.,single,secondary,no,1277,yes,18,may,827,no
29,blue-collar,married,secondary,no,104,yes,18,may,903,no
29,technician,single,secondary,no,706,yes,18,may,1340,no
24,blue-collar,single,secondary,no,174,yes,18,may,487,yes
31,blue-collar,single,secondary,no,239,yes,18,may,666,no
27,blue-collar,single,secondary,no,513,yes,18,may,351,yes
32,management,single,tertiary,no,7290,yes,18,may,357,no
30,blue-collar,single,secondary,no,5909,yes,18,may,420,no
27,services,single,secondary,no,-195,yes,18,may,391,no
55,blue-collar,married,secondary,no,3917,yes,18,may,565,no
28,admin.,single,secondary,no,352,yes,18,may,431,yes
29,technician,single,tertiary,no,615,yes,18,may,373,no
55,retired,divorced,tertiary,no,0,no,18,may,616,no
25,blue-collar,single,secondary,no,217,yes,18,may,504,no
36,housemaid,single,secondary,no,1015,yes,18,may,1008,no
27,blue-collar,married,unknown,no,409,yes,18,may,525,no
25,services,single,secondary,no,1119,yes,18,may,1063,no
32,blue-collar,single,primary,no,12198,yes,18,may,178,no
33,admin.,single,tertiary,no,235,yes,18,may,525,no
38,entrepreneur,married,tertiary,no,170,yes,18,may,442,no
45,technician,divorced,secondary,no,-357,yes,18,may,618,yes
30,blue-collar,single,secondary,no,2145,yes,18,may,727,no
32,blue-collar,married,primary,no,-454,yes,18,may,801,yes
26,blue-collar,single,primary,no,-887,yes,18,may,827,no
25,blue-collar,single,primary,no,292,yes,18,may,1027,yes
33,blue-collar,married,secondary,no,139,yes,18,may,732,yes
32,technician,single,tertiary,no,2684,yes,18,may,542,no
34,blue-collar,married,primary,no,-1,yes,18,may,1057,no
29,management,married,tertiary,no,1387,yes,18,may,256,no
28,self-employed,married,secondary,no,-522,yes,18,may,638,yes
38,technician,single,secondary,no,-242,yes,18,may,1173,no
35,services,single,secondary,no,719,yes,18,may,1359,no
28,admin.,single,secondary,no,0,yes,18,may,390,yes
29,unemployed,single,tertiary,no,497,yes,18,may,642,no
20,blue-collar,single,secondary,no,76,yes,18,may,639,no
45,admin.,divorced,secondary,no,397,yes,22,may,582,yes
37,management,married,tertiary,no,3723,no,22,may,354,no
32,technician,single,tertiary,no,1625,no,22,may,796,no
59,admin.,married,secondary,no,106,no,22,may,186,no
37,services,married,secondary,no,1543,yes,22,may,298,no
59,management,married,tertiary,no,2239,no,22,may,431,no
27,technician,divorced,secondary,no,1977,yes,22,may,449,no
39,management,single,tertiary,no,0,yes,22,may,271,no
43,services,married,secondary,no,2145,no,22,may,271,no
39,technician,married,secondary,no,116,no,22,may,554,no
26,student,single,secondary,no,620,no,22,may,223,no
39,management,single,tertiary,no,307,no,22,may,182,no
43,management,divorced,unknown,no,7702,no,22,may,460,no
27,student,single,tertiary,no,3733,yes,22,may,198,no
32,services,single,secondary,no,3993,no,22,may,148,no
29,management,single,tertiary,no,428,no,22,may,293,no
42,management,married,primary,no,5310,yes,22,may,545,no
53,blue-collar,married,unknown,no,2509,no,22,may,231,no
36,management,married,tertiary,no,255,no,22,may,970,no
27,management,single,tertiary,no,616,yes,22,may,685,no
43,admin.,single,secondary,no,733,yes,25,may,282,no
60,retired,divorced,tertiary,no,439,no,25,may,464,yes
29,technician,single,secondary,no,590,no,25,may,124,no
26,blue-collar,single,tertiary,no,567,no,25,may,421,no
26,student,single,unknown,no,689,no,25,may,678,no
28,technician,single,tertiary,no,386,no,25,may,867,no
28,technician,single,tertiary,no,0,yes,25,may,269,no
28,management,single,tertiary,no,957,no,25,may,915,no
40,technician,married,secondary,no,312,no,25,may,612,no
24,blue-collar,single,secondary,no,167,no,25,may,288,yes
56,retired,divorced,tertiary,no,13094,no,25,may,1064,no
34,management,single,tertiary,no,5086,no,25,may,213,no
28,admin.,single,secondary,no,707,yes,25,may,226,no
37,services,married,secondary,no,466,yes,25,may,377,yes
32,services,single,secondary,no,152,yes,25,may,158,no
43,technician,divorced,secondary,no,1612,no,25,may,262,no
36,technician,married,tertiary,no,911,yes,25,may,117,yes
35,technician,single,secondary,no,27,yes,25,may,214,no
29,technician,single,secondary,no,6,no,25,may,315,no
27,student,single,secondary,no,253,no,25,may,242,no
32,technician,single,tertiary,no,705,yes,25,may,414,no
33,technician,single,tertiary,no,109,yes,25,may,601,yes
24,student,single,secondary,no,23878,no,26,may,133,no
58,technician,married,secondary,no,3399,no,26,may,1078,no
43,management,married,tertiary,no,79,no,26,may,640,no
26,management,married,tertiary,no,243,no,26,may,482,no
31,technician,single,secondary,no,138,no,26,may,91,no
25,management,single,tertiary,no,1317,no,26,may,176,no
58,retired,married,secondary,no,2714,no,26,may,165,no
48,management,divorced,tertiary,no,17964,yes,26,may,208,no
60,retired,married,tertiary,no,846,no,26,may,1346,no
25,student,single,tertiary,no,326,no,26,may,390,no
26,student,single,secondary,no,100,no,26,may,445,no
25,student,single,secondary,no,304,no,26,may,226,no
26,student,single,tertiary,no,39,no,26,may,396,no
32,management,single,tertiary,no,312,no,26,may,208,no
25,admin.,married,tertiary,no,906,no,26,may,253,no
21,admin.,single,secondary,no,524,no,26,may,185,no
41,self-employed,single,tertiary,no,1081,no,27,may,229,no
30,admin.,single,secondary,no,983,yes,27,may,189,no
47,admin.,divorced,secondary,no,2232,no,27,may,439,no
37,admin.,married,secondary,no,1967,no,27,may,242,no
34,admin.,married,secondary,no,1406,yes,27,may,145,no
28,admin.,single,secondary,no,157,no,27,may,155,no
24,admin.,single,tertiary,no,0,yes,27,may,122,no
26,admin.,single,secondary,no,2509,no,27,may,776,no
35,technician,married,secondary,no,1368,no,27,may,329,no
54,retired,divorced,tertiary,no,3076,no,27,may,367,no
44,management,married,tertiary,no,7818,no,27,may,412,no
56,admin.,single,secondary,no,4118,no,27,may,165,no
25,admin.,single,tertiary,no,760,yes,27,may,223,no
25,student,single,unknown,no,277,no,27,may,311,no
50,management,married,tertiary,no,253,no,28,may,513,no
55,admin.,married,secondary,no,602,no,1,jun,324,no
57,management,married,tertiary,no,473,no,1,jun,295,no
48,management,married,tertiary,no,1167,yes,1,jun,264,yes
25,unemployed,single,tertiary,no,343,no,1,jun,377,no
49,management,married,tertiary,no,1808,yes,1,jun,205,no
25,technician,single,secondary,no,1199,no,1,jun,287,no
38,housemaid,divorced,secondary,no,70,no,1,jun,263,no
45,blue-collar,married,secondary,no,1723,no,1,jun,166,no
33,management,married,tertiary,no,1323,no,1,jun,327,no
45,admin.,married,tertiary,no,2552,no,1,jun,69,no
26,management,single,secondary,no,2613,no,1,jun,326,no
49,admin.,married,secondary,no,0,no,1,jun,1460,no
25,technician,single,secondary,no,938,no,1,jun,1048,no
53,technician,married,secondary,no,284,no,1,jun,781,no
43,management,married,tertiary,no,1059,no,1,jun,335,yes
49,technician,married,secondary,no,1684,no,1,jun,412,yes
54,management,married,tertiary,no,534,no,1,jun,177,no
47,technician,married,secondary,no,293,no,1,jun,251,no
34,blue-collar,married,secondary,no,262,no,1,jun,339,no
54,services,divorced,secondary,no,0,no,1,jun,174,no
43,management,divorced,tertiary,no,2367,no,1,jun,114,no
23,services,single,secondary,no,31,no,1,jun,192,no
48,management,married,tertiary,no,3842,no,1,jun,215,no
30,self-employed,single,tertiary,no,3343,no,1,jun,235,no
38,unemployed,single,secondary,no,804,no,1,jun,1087,no
34,student,single,unknown,no,1011,no,1,jun,253,no
52,admin.,single,secondary,no,-528,yes,1,jun,1144,yes
27,management,single,tertiary,no,1840,no,1,jun,220,no
40,blue-collar,married,secondary,no,1451,no,1,jun,314,no
47,management,married,tertiary,no,2351,no,2,jun,163,no
26,management,single,tertiary,no,1623,no,2,jun,479,no
37,admin.,married,secondary,no,597,no,2,jun,395,no
34,management,married,tertiary,no,611,no,2,jun,350,no
26,admin.,single,tertiary,no,313,no,2,jun,199,yes
44,management,married,tertiary,no,1954,no,2,jun,294,no
29,management,single,tertiary,no,307,yes,2,jun,690,no
40,unemployed,single,tertiary,no,7968,no,2,jun,596,no
43,blue-collar,married,secondary,no,2160,no,2,jun,169,no
52,technician,divorced,secondary,no,1005,yes,2,jun,195,no
38,admin.,married,tertiary,no,1988,no,2,jun,103,no
33,services,divorced,secondary,no,1117,no,2,jun,417,no
50,technician,married,secondary,no,3370,no,2,jun,160,no
